Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Raw Data/FastQC Reports]	Parameter Value[Raw Data/MultiQC Reports]	Parameter Value[trimmed sequence data]	Parameter Value[Trimmed Sequence Data/FastQC Reports]	Parameter Value[Trimmed Sequence Data/MultiQC Reports]	Parameter Value[Trimmed Sequence Data/Trimming Reports]	Parameter Value[aligned sequence data]	Parameter Value[Raw Counts Data]	Parameter Value[Normalized Counts Data]	Parameter Value[differential expression analysis data]	Protocol REF	Parameter Value[Merged Sequence Data]	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[MultiQC File Names]
G11.4	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G11.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G11_4_S54_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G11_4_S54_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G11_4_S54_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G11_4_S54_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G11_4_S54_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G11_4_S54_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G11_4_S54_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G11_4_S54_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G11_4_S54_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G11_4_S54_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G11_4_S54_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G11_4_S54_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G11_4_S54_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G11_4_S54_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G11_4_S54_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G11_4_S54_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G11_4_S54_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G11_4_S54_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G11_4_S54_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G11_4_S54_L001_R2_raw.fastq.gz	17851866	read	SO	http://purl.obolibrary.org/obo/SO_0000150	63.64	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
16.1	Nucleic Acid Extraction	Agilent Bioanalyzer	9.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	16.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_16_1_S11_L001_R1_001.fastq.gz,GLDS-554_rna-seq_16_1_S11_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_16_1_S11_L001_R1_001_fastqc.html,GLDS-554_rna-seq_16_1_S11_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_16_1_S11_L001_R2_001_fastqc.html,GLDS-554_rna-seq_16_1_S11_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_16_1_S11_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_16_1_S11_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_16_1_S11_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_16_1_S11_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_16_1_S11_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_16_1_S11_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_16_1_S11_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_16_1_S11_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_16_1_S11_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_16_1_S11_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_16_1_S11_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_16_1_S11_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_16_1_S11_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_16_1_S11_L001_R2_raw.fastq.gz	8525678	read	SO	http://purl.obolibrary.org/obo/SO_0000150	54.38	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
16.2	Nucleic Acid Extraction	Agilent Bioanalyzer	9.2	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	16.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_16_2_S55_L001_R1_001.fastq.gz,GLDS-554_rna-seq_16_2_S55_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_16_2_S55_L001_R1_001_fastqc.html,GLDS-554_rna-seq_16_2_S55_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_16_2_S55_L001_R2_001_fastqc.html,GLDS-554_rna-seq_16_2_S55_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_16_2_S55_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_16_2_S55_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_16_2_S55_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_16_2_S55_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_16_2_S55_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_16_2_S55_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_16_2_S55_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_16_2_S55_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_16_2_S55_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_16_2_S55_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_16_2_S55_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_16_2_S55_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_16_2_S55_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_16_2_S55_L001_R2_raw.fastq.gz	15490352	read	SO	http://purl.obolibrary.org/obo/SO_0000150	73.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
16.3	Nucleic Acid Extraction	Agilent Bioanalyzer	7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	16.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_16_3_S56_L001_R1_001.fastq.gz,GLDS-554_rna-seq_16_3_S56_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_16_3_S56_L001_R1_001_fastqc.html,GLDS-554_rna-seq_16_3_S56_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_16_3_S56_L001_R2_001_fastqc.html,GLDS-554_rna-seq_16_3_S56_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_16_3_S56_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_16_3_S56_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_16_3_S56_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_16_3_S56_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_16_3_S56_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_16_3_S56_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_16_3_S56_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_16_3_S56_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_16_3_S56_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_16_3_S56_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_16_3_S56_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_16_3_S56_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_16_3_S56_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_16_3_S56_L001_R2_raw.fastq.gz	18735677	read	SO	http://purl.obolibrary.org/obo/SO_0000150	66.22	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
16.4	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				16.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_16_4_S57_L001_R1_001.fastq.gz,GLDS-554_rna-seq_16_4_S57_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_16_4_S57_L001_R1_001_fastqc.html,GLDS-554_rna-seq_16_4_S57_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_16_4_S57_L001_R2_001_fastqc.html,GLDS-554_rna-seq_16_4_S57_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_16_4_S57_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_16_4_S57_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_16_4_S57_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_16_4_S57_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_16_4_S57_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_16_4_S57_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_16_4_S57_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_16_4_S57_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_16_4_S57_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_16_4_S57_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_16_4_S57_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_16_4_S57_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_16_4_S57_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_16_4_S57_L001_R2_raw.fastq.gz	17278398	read	SO	http://purl.obolibrary.org/obo/SO_0000150	62.72	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
16.5	Nucleic Acid Extraction	Agilent Bioanalyzer	7.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	16.5	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_16_5_S12_L001_R1_001.fastq.gz,GLDS-554_rna-seq_16_5_S12_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_16_5_S12_L001_R1_001_fastqc.html,GLDS-554_rna-seq_16_5_S12_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_16_5_S12_L001_R2_001_fastqc.html,GLDS-554_rna-seq_16_5_S12_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_16_5_S12_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_16_5_S12_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_16_5_S12_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_16_5_S12_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_16_5_S12_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_16_5_S12_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_16_5_S12_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_16_5_S12_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_16_5_S12_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_16_5_S12_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_16_5_S12_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_16_5_S12_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_16_5_S12_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_16_5_S12_L001_R2_raw.fastq.gz	18170001	read	SO	http://purl.obolibrary.org/obo/SO_0000150	85.36	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
16.6	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				16.6	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_16_6_S58_L001_R1_001.fastq.gz,GLDS-554_rna-seq_16_6_S58_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_16_6_S58_L001_R1_001_fastqc.html,GLDS-554_rna-seq_16_6_S58_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_16_6_S58_L001_R2_001_fastqc.html,GLDS-554_rna-seq_16_6_S58_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_16_6_S58_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_16_6_S58_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_16_6_S58_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_16_6_S58_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_16_6_S58_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_16_6_S58_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_16_6_S58_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_16_6_S58_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_16_6_S58_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_16_6_S58_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_16_6_S58_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_16_6_S58_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_16_6_S58_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_16_6_S58_L001_R2_raw.fastq.gz	18537006	read	SO	http://purl.obolibrary.org/obo/SO_0000150	71.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
16.7	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				16.7	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_16_7_S59_L001_R1_001.fastq.gz,GLDS-554_rna-seq_16_7_S59_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_16_7_S59_L001_R1_001_fastqc.html,GLDS-554_rna-seq_16_7_S59_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_16_7_S59_L001_R2_001_fastqc.html,GLDS-554_rna-seq_16_7_S59_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_16_7_S59_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_16_7_S59_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_16_7_S59_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_16_7_S59_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_16_7_S59_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_16_7_S59_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_16_7_S59_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_16_7_S59_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_16_7_S59_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_16_7_S59_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_16_7_S59_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_16_7_S59_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_16_7_S59_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_16_7_S59_L001_R2_raw.fastq.gz	21764459	read	SO	http://purl.obolibrary.org/obo/SO_0000150	72.87	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
17.1	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				17.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_17_1_S66_L001_R1_001.fastq.gz,GLDS-554_rna-seq_17_1_S66_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_17_1_S66_L001_R1_001_fastqc.html,GLDS-554_rna-seq_17_1_S66_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_17_1_S66_L001_R2_001_fastqc.html,GLDS-554_rna-seq_17_1_S66_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_17_1_S66_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_17_1_S66_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_17_1_S66_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_17_1_S66_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_17_1_S66_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_17_1_S66_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_17_1_S66_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_17_1_S66_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_17_1_S66_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_17_1_S66_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_17_1_S66_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_17_1_S66_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_17_1_S66_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_17_1_S66_L001_R2_raw.fastq.gz	14498303	read	SO	http://purl.obolibrary.org/obo/SO_0000150	63.85	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
17.2	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				17.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_17_2_S67_L001_R1_001.fastq.gz,GLDS-554_rna-seq_17_2_S67_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_17_2_S67_L001_R1_001_fastqc.html,GLDS-554_rna-seq_17_2_S67_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_17_2_S67_L001_R2_001_fastqc.html,GLDS-554_rna-seq_17_2_S67_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_17_2_S67_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_17_2_S67_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_17_2_S67_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_17_2_S67_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_17_2_S67_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_17_2_S67_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_17_2_S67_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_17_2_S67_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_17_2_S67_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_17_2_S67_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_17_2_S67_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_17_2_S67_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_17_2_S67_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_17_2_S67_L001_R2_raw.fastq.gz	15838151	read	SO	http://purl.obolibrary.org/obo/SO_0000150	65.2	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
17.3	Nucleic Acid Extraction	Agilent Bioanalyzer	7.5	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	17.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_17_3_S68_L001_R1_001.fastq.gz,GLDS-554_rna-seq_17_3_S68_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_17_3_S68_L001_R1_001_fastqc.html,GLDS-554_rna-seq_17_3_S68_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_17_3_S68_L001_R2_001_fastqc.html,GLDS-554_rna-seq_17_3_S68_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_17_3_S68_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_17_3_S68_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_17_3_S68_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_17_3_S68_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_17_3_S68_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_17_3_S68_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_17_3_S68_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_17_3_S68_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_17_3_S68_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_17_3_S68_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_17_3_S68_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_17_3_S68_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_17_3_S68_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_17_3_S68_L001_R2_raw.fastq.gz	14155507	read	SO	http://purl.obolibrary.org/obo/SO_0000150	66.46	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
